ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
56.036,134.000000,151.000000,801.600000,-388666.092000,1307.618000
56.064,140.000000,151.000000,801.600000,-388666.092000,1307.618000
56.092,140.000000,43.000000,801.600000,-388666.092000,1307.618000
56.120,140.000000,43.000000,854.800000,-388666.092000,1307.618000
56.961,140.000000,43.000000,854.800000,-388666.092000,-117.724000
57.009,140.000000,43.000000,854.800000,115083.892000,-117.724000
57.038,34.000000,43.000000,854.800000,115083.892000,-117.724000
57.066,34.000000,76.000000,854.800000,115083.892000,-117.724000
57.094,34.000000,76.000000,1338.000000,115083.892000,-117.724000
57.942,34.000000,76.000000,1338.000000,115083.892000,1832.744000
58.132,34.000000,76.000000,1338.000000,-270934.521400,1832.744000
58.200,175.000000,76.000000,1338.000000,-270934.521400,1832.744000
58.228,175.000000,65.000000,1338.000000,-270934.521400,1832.744000
58.256,175.000000,65.000000,2204.900000,-270934.521400,1832.744000
58.931,175.000000,65.000000,2204.900000,-270934.521400,2357.870000
59.010,175.000000,65.000000,2204.900000,-1708.220400,2357.870000
59.037,255.000000,65.000000,2204.900000,-1708.220400,2357.870000
59.070,255.000000,125.000000,2204.900000,-1708.220400,2357.870000
59.098,255.000000,125.000000,4411.400000,-1708.220400,2357.870000
59.930,255.000000,125.000000,4411.400000,-1708.220400,3408.122000
60.111,255.000000,125.000000,4411.400000,-241351.312400,3408.122000
60.138,184.000000,125.000000,4411.400000,-241351.312400,3408.122000
60.168,184.000000,18.000000,4411.400000,-241351.312400,3408.122000
60.200,184.000000,18.000000,2334.200000,-241351.312400,3408.122000
60.931,184.000000,18.000000,2334.200000,-241351.312400,2582.924000
61.003,184.000000,18.000000,2334.200000,-396571.284800,2582.924000
61.030,137.000000,18.000000,2334.200000,-396571.284800,2582.924000
61.099,137.000000,208.000000,2334.200000,-396571.284800,2582.924000
61.129,137.000000,208.000000,79.200000,-396571.284800,2582.924000
61.933,137.000000,208.000000,79.200000,-396571.284800,1907.762000
61.985,137.000000,208.000000,79.200000,121148.381400,1907.762000
62.014,36.000000,208.000000,79.200000,121148.381400,1907.762000
62.043,36.000000,26.000000,79.200000,121148.381400,1907.762000
62.114,36.000000,26.000000,5819.500000,121148.381400,1907.762000
62.924,36.000000,26.000000,5819.500000,121148.381400,1682.708000
63.033,36.000000,26.000000,5819.500000,232014.256200,1682.708000
63.062,69.000000,26.000000,5819.500000,232014.256200,1682.708000
63.090,69.000000,37.000000,5819.500000,232014.256200,1682.708000
63.122,69.000000,37.000000,1854.500000,232014.256200,1682.708000
63.931,69.000000,37.000000,1854.500000,232014.256200,2057.798000
64.030,69.000000,37.000000,1854.500000,401558.691600,2057.798000
64.103,119.000000,37.000000,1854.500000,401558.691600,2057.798000
64.133,119.000000,172.000000,1854.500000,401558.691600,2057.798000
64.164,119.000000,172.000000,3256.200000,401558.691600,2057.798000
64.933,119.000000,172.000000,3256.200000,401558.691600,2732.960000
65.077,119.000000,172.000000,3256.200000,-356744.126800,2732.960000
65.107,149.000000,172.000000,3256.200000,-356744.126800,2732.960000
65.136,149.000000,174.000000,3256.200000,-356744.126800,2732.960000
65.167,149.000000,174.000000,3821.400000,-356744.126800,2732.960000
65.932,149.000000,174.000000,3821.400000,-356744.126800,632.456000
66.004,149.000000,174.000000,3821.400000,-170601.711200,632.456000
66.038,205.000000,174.000000,3821.400000,-170601.711200,632.456000
66.068,205.000000,40.000000,3821.400000,-170601.711200,632.456000
66.098,205.000000,40.000000,802.000000,-170601.711200,632.456000
66.925,205.000000,40.000000,802.000000,-170601.711200,1832.744000
67.045,205.000000,40.000000,802.000000,-254984.121000,1832.744000
67.075,180.000000,40.000000,802.000000,-254984.121000,1832.744000
67.106,180.000000,2.000000,802.000000,-254984.121000,1832.744000
67.136,180.000000,2.000000,1673.900000,-254984.121000,1832.744000
67.933,180.000000,2.000000,1673.900000,-254984.121000,2057.798000
68.030,180.000000,2.000000,1673.900000,-177291.293000,2057.798000
68.060,203.000000,2.000000,1673.900000,-177291.293000,2057.798000
68.089,203.000000,41.000000,1673.900000,-177291.293000,2057.798000
68.119,203.000000,41.000000,4900.700000,-177291.293000,2057.798000
68.933,203.000000,41.000000,4900.700000,-177291.293000,632.456000
69.024,203.000000,41.000000,4900.700000,370358.542800,632.456000
69.054,110.000000,41.000000,4900.700000,370358.542800,632.456000
69.084,110.000000,96.000000,4900.700000,370358.542800,632.456000
69.114,110.000000,96.000000,749.800000,370358.542800,632.456000
69.956,110.000000,96.000000,749.800000,370358.542800,2807.978000
70.081,110.000000,96.000000,749.800000,-63369.049400,2807.978000
70.108,237.000000,96.000000,749.800000,-63369.049400,2807.978000
70.137,237.000000,29.000000,749.800000,-63369.049400,2807.978000
70.171,237.000000,29.000000,2131.300000,-63369.049400,2807.978000
70.924,237.000000,29.000000,2131.300000,-63369.049400,182.348000
71.073,237.000000,29.000000,2131.300000,116649.068600,182.348000
71.099,34.000000,29.000000,2131.300000,116649.068600,182.348000
71.127,34.000000,195.000000,2131.300000,116649.068600,182.348000
71.157,34.000000,195.000000,4047.900000,116649.068600,182.348000
71.931,34.000000,195.000000,4047.900000,116649.068600,107.330000
72.053,34.000000,195.000000,4047.900000,-130271.117400,107.330000
72.111,217.000000,195.000000,4047.900000,-130271.117400,107.330000
72.138,217.000000,45.000000,4047.900000,-130271.117400,107.330000
72.166,217.000000,45.000000,671.700000,-130271.117400,107.330000
72.933,217.000000,45.000000,671.700000,-130271.117400,1457.654000
72.988,217.000000,45.000000,671.700000,-181840.521600,1457.654000
73.016,201.000000,45.000000,671.700000,-181840.521600,1457.654000
73.078,201.000000,206.000000,671.700000,-181840.521600,1457.654000
73.104,201.000000,206.000000,4385.600000,-181840.521600,1457.654000
73.958,201.000000,206.000000,4385.600000,-181840.521600,1907.762000
74.085,201.000000,206.000000,4385.600000,71317.373400,1907.762000
74.112,21.000000,206.000000,4385.600000,71317.373400,1907.762000
74.140,21.000000,65.000000,4385.600000,71317.373400,1907.762000
74.168,21.000000,65.000000,549.100000,71317.373400,1907.762000
74.956,21.000000,65.000000,549.100000,71317.373400,2207.834000
75.007,21.000000,65.000000,549.100000,353411.965000,2207.834000
75.053,105.000000,65.000000,549.100000,353411.965000,2207.834000
75.081,105.000000,83.000000,549.100000,353411.965000,2207.834000
75.109,105.000000,83.000000,1265.700000,353411.965000,2207.834000
75.924,105.000000,83.000000,1265.700000,353411.965000,1007.546000
75.991,105.000000,83.000000,1265.700000,209773.997000,1007.546000
76.020,62.000000,83.000000,1265.700000,209773.997000,1007.546000
76.048,62.000000,132.000000,1265.700000,209773.997000,1007.546000
76.076,62.000000,132.000000,3184.100000,209773.997000,1007.546000
76.931,62.000000,132.000000,3184.100000,209773.997000,2057.798000
77.003,62.000000,132.000000,3184.100000,395341.682600,2057.798000
77.062,117.000000,132.000000,3184.100000,395341.682600,2057.798000
77.121,117.000000,210.000000,3184.100000,395341.682600,2057.798000
77.148,117.000000,210.000000,1158.100000,395341.682600,2057.798000
77.957,117.000000,210.000000,1158.100000,395341.682600,257.366000
78.072,117.000000,210.000000,1158.100000,-423863.081800,257.366000
78.098,129.000000,210.000000,1158.100000,-423863.081800,257.366000
78.128,129.000000,173.000000,1158.100000,-423863.081800,257.366000
78.156,129.000000,173.000000,5329.500000,-423863.081800,257.366000
78.957,129.000000,173.000000,5329.500000,-423863.081800,2732.960000
78.987,129.000000,173.000000,5329.500000,-216044.120000,2732.960000
79.015,191.000000,173.000000,5329.500000,-216044.120000,2732.960000
79.043,191.000000,157.000000,5329.500000,-216044.120000,2732.960000
79.071,191.000000,157.000000,928.800000,-216044.120000,2732.960000
79.924,191.000000,157.000000,928.800000,-216044.120000,932.528000
80.035,191.000000,157.000000,928.800000,-21239.427000,932.528000
80.063,249.000000,157.000000,928.800000,-21239.427000,932.528000
80.092,249.000000,171.000000,928.800000,-21239.427000,932.528000
80.119,249.000000,171.000000,3672.100000,-21239.427000,932.528000
80.933,249.000000,171.000000,3672.100000,-21239.427000,1082.564000
81.021,249.000000,171.000000,3672.100000,6932.176600,1082.564000
81.048,2.000000,171.000000,3672.100000,6932.176600,1082.564000
81.076,2.000000,16.000000,3672.100000,6932.176600,1082.564000
81.104,2.000000,16.000000,5787.500000,6932.176600,1082.564000
81.931,2.000000,16.000000,5787.500000,6932.176600,2432.888000
82.029,2.000000,16.000000,5787.500000,5087.819400,2432.888000
82.057,1.000000,16.000000,5787.500000,5087.819400,2432.888000
82.085,1.000000,132.000000,5787.500000,5087.819400,2432.888000
82.112,1.000000,132.000000,1112.900000,5087.819400,2432.888000
82.934,1.000000,132.000000,1112.900000,5087.819400,3408.122000
83.035,1.000000,132.000000,1112.900000,-343351.035800,3408.122000
83.102,153.000000,132.000000,1112.900000,-343351.035800,3408.122000
83.131,153.000000,172.000000,1112.900000,-343351.035800,3408.122000
83.159,153.000000,172.000000,2587.700000,-343351.035800,3408.122000
83.933,153.000000,172.000000,2587.700000,-343351.035800,707.474000
84.118,153.000000,172.000000,2587.700000,36563.613600,707.474000
84.147,10.000000,172.000000,2587.700000,36563.613600,707.474000
84.211,10.000000,229.000000,2587.700000,36563.613600,707.474000
84.239,10.000000,229.000000,3816.400000,36563.613600,707.474000
84.925,10.000000,229.000000,3816.400000,36563.613600,2657.942000
85.039,10.000000,229.000000,3816.400000,-337990.134000,2657.942000
85.101,155.000000,229.000000,3816.400000,-337990.134000,2657.942000
85.132,155.000000,69.000000,3816.400000,-337990.134000,2657.942000
85.161,155.000000,69.000000,2616.200000,-337990.134000,2657.942000
85.930,155.000000,69.000000,2616.200000,-337990.134000,1382.636000
86.013,155.000000,69.000000,2616.200000,-88638.207200,1382.636000
86.043,229.000000,69.000000,2616.200000,-88638.207200,1382.636000
86.074,229.000000,149.000000,2616.200000,-88638.207200,1382.636000
86.104,229.000000,149.000000,2893.200000,-88638.207200,1382.636000
86.934,229.000000,149.000000,2893.200000,-88638.207200,2432.888000
87.056,229.000000,149.000000,2893.200000,-380413.947000,2432.888000
87.085,142.000000,149.000000,2893.200000,-380413.947000,2432.888000
87.115,142.000000,160.000000,2893.200000,-380413.947000,2432.888000
87.143,142.000000,160.000000,4712.900000,-380413.947000,2432.888000
87.933,142.000000,160.000000,4712.900000,-380413.947000,632.456000
88.009,142.000000,160.000000,4712.900000,333068.870800,632.456000
88.037,99.000000,160.000000,4712.900000,333068.870800,632.456000
88.066,99.000000,67.000000,4712.900000,333068.870800,632.456000
88.095,99.000000,67.000000,905.800000,333068.870800,632.456000
88.932,99.000000,67.000000,905.800000,333068.870800,3183.068000
