time
ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
31.150,54.000000,255.000000,3003.800000,184542.276400,2958.014000
31.915,54.000000,255.000000,3003.800000,184542.276400,107.330000
31.996,54.000000,255.000000,3003.800000,266495.447200,107.330000
32.048,79.000000,255.000000,3003.800000,266495.447200,107.330000
32.079,79.000000,107.000000,3003.800000,266495.447200,107.330000
32.108,79.000000,107.000000,6482.000000,266495.447200,107.330000
32.909,79.000000,107.000000,6482.000000,266495.447200,1382.636000
32.946,79.000000,107.000000,6482.000000,28659.321000,1382.636000
32.975,8.000000,107.000000,6482.000000,28659.321000,1382.636000
33.003,8.000000,138.000000,6482.000000,28659.321000,1382.636000
33.032,8.000000,138.000000,3490.900000,28659.321000,1382.636000
33.914,8.000000,138.000000,3490.900000,28659.321000,1532.672000
33.968,8.000000,138.000000,3490.900000,-342174.552800,1532.672000
34.016,154.000000,138.000000,3490.900000,-342174.552800,1532.672000
34.045,154.000000,6.000000,3490.900000,-342174.552800,1532.672000
34.082,154.000000,6.000000,1005.200000,-342174.552800,1532.672000
34.914,154.000000,6.000000,1005.200000,-342174.552800,1907.762000
35.026,154.000000,6.000000,1005.200000,-278517.335800,1907.762000
35.054,172.000000,6.000000,1005.200000,-278517.335800,1907.762000
35.108,172.000000,254.000000,1005.200000,-278517.335800,1907.762000
35.136,172.000000,254.000000,5332.100000,-278517.335800,1907.762000
35.909,172.000000,254.000000,5332.100000,-278517.335800,2207.834000
35.974,172.000000,254.000000,5332.100000,32269.900200,2207.834000
36.001,9.000000,254.000000,5332.100000,32269.900200,2207.834000
36.030,9.000000,157.000000,5332.100000,32269.900200,2207.834000
36.057,9.000000,157.000000,6540.500000,32269.900200,2207.834000
36.916,9.000000,157.000000,6540.500000,32269.900200,407.402000
37.071,9.000000,157.000000,6540.500000,-311022.009400,407.402000
37.133,163.000000,157.000000,6540.500000,-311022.009400,407.402000
37.161,163.000000,78.000000,6540.500000,-311022.009400,407.402000
37.189,163.000000,78.000000,5923.300000,-311022.009400,407.402000
37.908,163.000000,78.000000,5923.300000,-311022.009400,2282.852000
37.986,163.000000,78.000000,5923.300000,-113084.650000,2282.852000
38.014,222.000000,78.000000,5923.300000,-113084.650000,2282.852000
38.042,222.000000,76.000000,5923.300000,-113084.650000,2282.852000
38.070,222.000000,76.000000,2135.800000,-113084.650000,2282.852000
38.915,222.000000,76.000000,2135.800000,-113084.650000,3108.050000
39.045,222.000000,76.000000,2135.800000,107987.110200,3108.050000
39.072,32.000000,76.000000,2135.800000,107987.110200,3108.050000
39.098,32.000000,46.000000,2135.800000,107987.110200,3108.050000
39.126,32.000000,46.000000,4998.300000,107987.110200,3108.050000
39.915,32.000000,46.000000,4998.300000,107987.110200,407.402000
40.012,32.000000,46.000000,4998.300000,-39642.918600,407.402000
40.053,244.000000,46.000000,4998.300000,-39642.918600,407.402000
40.079,244.000000,47.000000,4998.300000,-39642.918600,407.402000
40.107,244.000000,47.000000,3180.700000,-39642.918600,407.402000
40.916,244.000000,47.000000,3180.700000,-39642.918600,707.474000
41.039,244.000000,47.000000,3180.700000,211265.506200,707.474000
41.070,62.000000,47.000000,3180.700000,211265.506200,707.474000
41.127,62.000000,246.000000,3180.700000,211265.506200,707.474000
41.156,62.000000,246.000000,1828.300000,211265.506200,707.474000
41.916,62.000000,246.000000,1828.300000,211265.506200,2657.942000
42.004,62.000000,246.000000,1828.300000,-344685.611000,2657.942000
42.062,153.000000,246.000000,1828.300000,-344685.611000,2657.942000
42.093,153.000000,70.000000,1828.300000,-344685.611000,2657.942000
42.121,153.000000,70.000000,3767.300000,-344685.611000,2657.942000
42.908,153.000000,70.000000,3767.300000,-344685.611000,2282.852000
42.983,153.000000,70.000000,3767.300000,-29157.314800,2282.852000
43.011,247.000000,70.000000,3767.300000,-29157.314800,2282.852000
43.039,247.000000,79.000000,3767.300000,-29157.314800,2282.852000
43.071,247.000000,79.000000,3102.600000,-29157.314800,2282.852000
43.915,247.000000,79.000000,3102.600000,-29157.314800,1982.780000
43.994,247.000000,79.000000,3102.600000,-361083.178000,1982.780000
44.022,148.000000,79.000000,3102.600000,-361083.178000,1982.780000
44.057,148.000000,99.000000,3102.600000,-361083.178000,1982.780000
44.087,148.000000,99.000000,3537.400000,-361083.178000,1982.780000
44.906,148.000000,99.000000,3537.400000,-361083.178000,2732.960000
44.991,148.000000,99.000000,3537.400000,247664.708000,2732.960000
45.020,73.000000,99.000000,3537.400000,247664.708000,2732.960000
45.080,73.000000,207.000000,3537.400000,247664.708000,2732.960000
45.266,73.000000,207.000000,2082.000000,247664.708000,2732.960000
45.914,73.000000,207.000000,2082.000000,247664.708000,1532.672000
46.015,73.000000,207.000000,2082.000000,356166.772600,1532.672000
46.044,106.000000,207.000000,2082.000000,356166.772600,1532.672000
46.075,106.000000,37.000000,2082.000000,356166.772600,1532.672000
46.104,106.000000,37.000000,2413.500000,356166.772600,1532.672000
46.942,106.000000,37.000000,2413.500000,356166.772600,32.312000
47.046,106.000000,37.000000,2413.500000,-414776.550800,32.312000
47.074,132.000000,37.000000,2413.500000,-414776.550800,32.312000
47.104,132.000000,99.000000,2413.500000,-414776.550800,32.312000
47.134,132.000000,99.000000,396.600000,-414776.550800,32.312000
47.923,132.000000,99.000000,396.600000,-414776.550800,482.420000
48.018,132.000000,99.000000,396.600000,168592.545000,482.420000
48.047,50.000000,99.000000,396.600000,168592.545000,482.420000
48.081,50.000000,62.000000,396.600000,168592.545000,482.420000
48.111,50.000000,62.000000,3869.300000,168592.545000,482.420000
48.917,50.000000,62.000000,3869.300000,168592.545000,32.312000
49.041,50.000000,62.000000,3869.300000,124872.197200,32.312000
49.071,37.000000,62.000000,3869.300000,124872.197200,32.312000
49.101,37.000000,54.000000,3869.300000,124872.197200,32.312000
49.131,37.000000,54.000000,6505.000000,124872.197200,32.312000
49.923,37.000000,54.000000,6505.000000,124872.197200,-117.724000
49.982,37.000000,54.000000,6505.000000,323584.839800,-117.724000
50.046,96.000000,54.000000,6505.000000,323584.839800,-117.724000
50.076,96.000000,111.000000,6505.000000,323584.839800,-117.724000
50.106,96.000000,111.000000,3696.700000,323584.839800,-117.724000
50.925,96.000000,111.000000,3696.700000,323584.839800,1382.636000
50.972,96.000000,111.000000,3696.700000,-134096.534600,1382.636000
50.998,216.000000,111.000000,3696.700000,-134096.534600,1382.636000
51.025,216.000000,9.000000,3696.700000,-134096.534600,1382.636000
51.053,216.000000,9.000000,1614.300000,-134096.534600,1382.636000
51.927,216.000000,9.000000,1614.300000,-134096.534600,-42.706000
52.108,216.000000,9.000000,1614.300000,-128437.440600,-42.706000
52.136,217.000000,9.000000,1614.300000,-128437.440600,-42.706000
52.164,217.000000,185.000000,1614.300000,-128437.440600,-42.706000
53.084,63.000000,183.000000,6349.600000,213804.238400,-267.760000
53.916,63.000000,183.000000,6349.600000,213804.238400,-42.706000
54.045,63.000000,183.000000,6349.600000,-397610.589400,-42.706000
54.110,137.000000,183.000000,6349.600000,-397610.589400,-42.706000
54.138,137.000000,128.000000,6349.600000,-397610.589400,-42.706000
54.166,137.000000,128.000000,4714.900000,-397610.589400,-42.706000
54.952,137.000000,128.000000,4714.900000,-397610.589400,3183.068000
55.002,137.000000,128.000000,4714.900000,-407383.280000,3183.068000
55.030,134.000000,128.000000,4714.900000,-407383.280000,3183.068000
55.058,134.000000,151.000000,4714.900000,-407383.280000,3183.068000
55.086,134.000000,151.000000,801.600000,-407383.280000,3183.068000
55.933,134.000000,151.000000,801.600000,-407383.280000,1307.618000
56.022,134.000000,151.000000,801.600000,-388666.092000,1307.618000
56.050,140.000000,151.000000,801.600000,-388666.092000,1307.618000
56.077,140.000000,43.000000,801.600000,-388666.092000,1307.618000
56.105,140.000000,43.000000,854.800000,-388666.092000,1307.618000
56.947,140.000000,43.000000,854.800000,-388666.092000,-117.724000
56.996,140.000000,43.000000,854.800000,115083.892000,-117.724000
57.024,34.000000,43.000000,854.800000,115083.892000,-117.724000
57.051,34.000000,76.000000,854.800000,115083.892000,-117.724000
57.080,34.000000,76.000000,1338.000000,115083.892000,-117.724000
57.929,34.000000,76.000000,1338.000000,115083.892000,1832.744000
58.117,34.000000,76.000000,1338.000000,-270934.521400,1832.744000
58.185,175.000000,76.000000,1338.000000,-270934.521400,1832.744000
58.214,175.000000,65.000000,1338.000000,-270934.521400,1832.744000
58.242,175.000000,65.000000,2204.900000,-270934.521400,1832.744000
58.917,175.000000,65.000000,2204.900000,-270934.521400,2357.870000
58.997,175.000000,65.000000,2204.900000,-1708.220400,2357.870000
59.023,255.000000,65.000000,2204.900000,-1708.220400,2357.870000
59.053,255.000000,125.000000,2204.900000,-1708.220400,2357.870000
59.084,255.000000,125.000000,4411.400000,-1708.220400,2357.870000
59.916,255.000000,125.000000,4411.400000,-1708.220400,3408.122000
60.096,255.000000,125.000000,4411.400000,-241351.312400,3408.122000
60.124,184.000000,125.000000,4411.400000,-241351.312400,3408.122000
60.152,184.000000,18.000000,4411.400000,-241351.312400,3408.122000
60.186,184.000000,18.000000,2334.200000,-241351.312400,3408.122000
60.917,184.000000,18.000000,2334.200000,-241351.312400,2582.924000
60.990,184.000000,18.000000,2334.200000,-396571.284800,2582.924000
61.016,137.000000,18.000000,2334.200000,-396571.284800,2582.924000
61.085,137.000000,208.000000,2334.200000,-396571.284800,2582.924000
61.115,137.000000,208.000000,79.200000,-396571.284800,2582.924000
61.919,137.000000,208.000000,79.200000,-396571.284800,1907.762000
61.972,137.000000,208.000000,79.200000,121148.381400,1907.762000
62.000,36.000000,208.000000,79.200000,121148.381400,1907.762000
62.029,36.000000,26.000000,79.200000,121148.381400,1907.762000
62.100,36.000000,26.000000,5819.500000,121148.381400,1907.762000
62.907,36.000000,26.000000,5819.500000,121148.381400,1682.708000
63.019,36.000000,26.000000,5819.500000,232014.256200,1682.708000
63.047,69.000000,26.000000,5819.500000,232014.256200,1682.708000
63.076,69.000000,37.000000,5819.500000,232014.256200,1682.708000
63.104,69.000000,37.000000,1854.500000,232014.256200,1682.708000
63.916,69.000000,37.000000,1854.500000,232014.256200,2057.798000
64.014,69.000000,37.000000,1854.500000,401558.691600,2057.798000
64.088,119.000000,37.000000,1854.500000,401558.691600,2057.798000
64.118,119.000000,172.000000,1854.500000,401558.691600,2057.798000
64.148,119.000000,172.000000,3256.200000,401558.691600,2057.798000
64.917,119.000000,172.000000,3256.200000,401558.691600,2732.960000
65.062,119.000000,172.000000,3256.200000,-356744.126800,2732.960000
65.091,149.000000,172.000000,3256.200000,-356744.126800,2732.960000
65.121,149.000000,174.000000,3256.200000,-356744.126800,2732.960000
65.152,149.000000,174.000000,3821.400000,-356744.126800,2732.960000
65.916,149.000000,174.000000,3821.400000,-356744.126800,632.456000
65.989,149.000000,174.000000,3821.400000,-170601.711200,632.456000
66.018,205.000000,174.000000,3821.400000,-170601.711200,632.456000
66.052,205.000000,40.000000,3821.400000,-170601.711200,632.456000
66.083,205.000000,40.000000,802.000000,-170601.711200,632.456000
66.908,205.000000,40.000000,802.000000,-170601.711200,1832.744000
67.030,205.000000,40.000000,802.000000,-254984.121000,1832.744000
67.060,180.000000,40.000000,802.000000,-254984.121000,1832.744000
67.090,180.000000,2.000000,802.000000,-254984.121000,1832.744000
67.121,180.000000,2.000000,1673.900000,-254984.121000,1832.744000
67.918,180.000000,2.000000,1673.900000,-254984.121000,2057.798000
68.016,180.000000,2.000000,1673.900000,-177291.293000,2057.798000
68.044,203.000000,2.000000,1673.900000,-177291.293000,2057.798000
68.074,203.000000,41.000000,1673.900000,-177291.293000,2057.798000
68.104,203.000000,41.000000,4900.700000,-177291.293000,2057.798000
68.918,203.000000,41.000000,4900.700000,-177291.293000,632.456000
69.011,203.000000,41.000000,4900.700000,370358.542800,632.456000
69.038,110.000000,41.000000,4900.700000,370358.542800,632.456000
69.068,110.000000,96.000000,4900.700000,370358.542800,632.456000
69.099,110.000000,96.000000,749.800000,370358.542800,632.456000
69.942,110.000000,96.000000,749.800000,370358.542800,2807.978000
70.068,110.000000,96.000000,749.800000,-63369.049400,2807.978000
70.095,237.000000,96.000000,749.800000,-63369.049400,2807.978000
70.123,237.000000,29.000000,749.800000,-63369.049400,2807.978000
70.154,237.000000,29.000000,2131.300000,-63369.049400,2807.978000
70.908,237.000000,29.000000,2131.300000,-63369.049400,182.348000
71.060,237.000000,29.000000,2131.300000,116649.068600,182.348000
71.087,34.000000,29.000000,2131.300000,116649.068600,182.348000
71.112,34.000000,195.000000,2131.300000,116649.068600,182.348000
71.140,34.000000,195.000000,4047.900000,116649.068600,182.348000
71.917,34.000000,195.000000,4047.900000,116649.068600,107.330000
72.040,34.000000,195.000000,4047.900000,-130271.117400,107.330000
72.098,217.000000,195.000000,4047.900000,-130271.117400,107.330000
72.124,217.000000,45.000000,4047.900000,-130271.117400,107.330000
72.152,217.000000,45.000000,671.700000,-130271.117400,107.330000
72.918,217.000000,45.000000,671.700000,-130271.117400,1457.654000
72.974,217.000000,45.000000,671.700000,-181840.521600,1457.654000
73.001,201.000000,45.000000,671.700000,-181840.521600,1457.654000
73.065,201.000000,206.000000,671.700000,-181840.521600,1457.654000
73.091,201.000000,206.000000,4385.600000,-181840.521600,1457.654000
73.943,201.000000,206.000000,4385.600000,-181840.521600,1907.762000
74.072,201.000000,206.000000,4385.600000,71317.373400,1907.762000
74.099,21.000000,206.000000,4385.600000,71317.373400,1907.762000
74.126,21.000000,65.000000,4385.600000,71317.373400,1907.762000
74.154,21.000000,65.000000,549.100000,71317.373400,1907.762000
74.943,21.000000,65.000000,549.100000,71317.373400,2207.834000
74.994,21.000000,65.000000,549.100000,353411.965000,2207.834000
75.040,105.000000,65.000000,549.100000,353411.965000,2207.834000
75.067,105.000000,83.000000,549.100000,353411.965000,2207.834000
75.094,105.000000,83.000000,1265.700000,353411.965000,2207.834000
75.908,105.000000,83.000000,1265.700000,353411.965000,1007.546000
75.978,105.000000,83.000000,1265.700000,209773.997000,1007.546000
76.006,62.000000,83.000000,1265.700000,209773.997000,1007.546000
76.033,62.000000,132.000000,1265.700000,209773.997000,1007.546000
76.062,62.000000,132.000000,3184.100000,209773.997000,1007.546000
76.918,62.000000,132.000000,3184.100000,209773.997000,2057.798000
76.990,62.000000,132.000000,3184.100000,395341.682600,2057.798000
77.049,117.000000,132.000000,3184.100000,395341.682600,2057.798000
77.108,117.000000,210.000000,3184.100000,395341.682600,2057.798000
77.135,117.000000,210.000000,1158.100000,395341.682600,2057.798000
77.942,117.000000,210.000000,1158.100000,395341.682600,257.366000
78.059,117.000000,210.000000,1158.100000,-423863.081800,257.366000
78.085,129.000000,210.000000,1158.100000,-423863.081800,257.366000
78.114,129.000000,173.000000,1158.100000,-423863.081800,257.366000
78.142,129.000000,173.000000,5329.500000,-423863.081800,257.366000
78.943,129.000000,173.000000,5329.500000,-423863.081800,2732.960000
